Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_firstorder_90Percentile,0.924478469861479,1.68556276348013e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Entropy,0.929818920102037,8.002498142060149e-11,Excellent
log.sigma.4.0.mm.3D_firstorder_InterquartileRange,0.934180249953614,4.1643894394577796e-11,Excellent
log.sigma.4.0.mm.3D_firstorder_Kurtosis,0.950960034222849,2.04962648681064e-12,Excellent
log.sigma.4.0.mm.3D_firstorder_Maximum,0.827319740126135,6.24418398187324e-07,Good
log.sigma.4.0.mm.3D_firstorder_MeanAbsoluteDeviation,0.975890417863284,1.3308597102073301e-15,Excellent
log.sigma.4.0.mm.3D_firstorder_Mean,0.918451877290825,3.66864597286613e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Median,0.942427991549502,1.06123767220225e-11,Excellent
log.sigma.4.0.mm.3D_firstorder_Minimum,0.958925321276335,3.3077400739617597e-13,Excellent
log.sigma.4.0.mm.3D_firstorder_Range,0.937769142399978,2.35061112182451e-11,Excellent
log.sigma.4.0.mm.3D_firstorder_RobustMeanAbsoluteDeviation,0.960141041067942,2.42649108321795e-13,Excellent
log.sigma.4.0.mm.3D_firstorder_RootMeanSquared,0.918488416035689,3.65205285065732e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Skewness,0.953223297348235,1.26121705411199e-12,Excellent
log.sigma.4.0.mm.3D_firstorder_Uniformity,0.924242612084752,1.73972917489358e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Variance,0.987976858299426,9.4518439644839e-19,Excellent
log.sigma.4.0.mm.3D_glcm_Autocorrelation,0.876183818303636,2.40679024178127e-08,Good
log.sigma.4.0.mm.3D_glcm_ClusterProminence,0.968412841818826,2.19271303446481e-14,Excellent
log.sigma.4.0.mm.3D_glcm_ClusterShade,0.944583521534663,7.180903862434709e-12,Excellent
log.sigma.4.0.mm.3D_glcm_ClusterTendency,0.961326743156672,1.77689209590468e-13,Excellent
log.sigma.4.0.mm.3D_glcm_Contrast,0.944698152281087,7.03022666458166e-12,Excellent
log.sigma.4.0.mm.3D_glcm_Correlation,0.886332529560773,1.02936285300058e-08,Good
log.sigma.4.0.mm.3D_glcm_DifferenceAverage,0.954902882877535,8.65841018861779e-13,Excellent
log.sigma.4.0.mm.3D_glcm_DifferenceEntropy,0.953430618931763,1.20490638878428e-12,Excellent
log.sigma.4.0.mm.3D_glcm_DifferenceVariance,0.953481604511719,1.191409851814e-12,Excellent
log.sigma.4.0.mm.3D_glcm_Id,0.956193019717083,6.42227107431072e-13,Excellent
log.sigma.4.0.mm.3D_glcm_Idm,0.953512597925983,1.18327219349921e-12,Excellent
log.sigma.4.0.mm.3D_glcm_Idmn,0.946194056796134,5.30830879907478e-12,Excellent
log.sigma.4.0.mm.3D_glcm_Idn,0.956593404268388,5.842893783171999e-13,Excellent
log.sigma.4.0.mm.3D_glcm_Imc1,0.817734788920956,1.05052674360675e-06,Good
log.sigma.4.0.mm.3D_glcm_Imc2,0.905458202077231,1.62929616456501e-09,Excellent
log.sigma.4.0.mm.3D_glcm_InverseVariance,0.955986029007311,6.74165136119419e-13,Excellent
log.sigma.4.0.mm.3D_glcm_JointAverage,0.836046554354432,3.78014049060432e-07,Good
log.sigma.4.0.mm.3D_glcm_JointEnergy,0.873643813848989,2.94266963946287e-08,Good
log.sigma.4.0.mm.3D_glcm_JointEntropy,0.893587390372361,5.33159635901657e-09,Good
log.sigma.4.0.mm.3D_glcm_MCC,0.847308921081888,1.89140634527521e-07,Good
log.sigma.4.0.mm.3D_glcm_MaximumProbability,0.849487188246549,1.64381725743723e-07,Good
log.sigma.4.0.mm.3D_glcm_SumAverage,0.836046554326162,3.78014049692704e-07,Good
log.sigma.4.0.mm.3D_glcm_SumEntropy,0.916164920011044,4.85219880752875e-10,Excellent
log.sigma.4.0.mm.3D_glcm_SumSquares,0.963947499608918,8.609005756007761e-14,Excellent
log.sigma.4.0.mm.3D_glrlm_GrayLevelNonUniformityNormalized,0.923697879097461,1.87085052418094e-10,Excellent
log.sigma.4.0.mm.3D_glrlm_GrayLevelVariance,0.962980196970638,1.13172292746851e-13,Excellent
log.sigma.4.0.mm.3D_glrlm_HighGrayLevelRunEmphasis,0.859331339129451,8.47425785097963e-08,Good
log.sigma.4.0.mm.3D_glrlm_LongRunEmphasis,0.935989213016445,3.13440102586304e-11,Excellent
log.sigma.4.0.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,0.874025969827869,2.85578991265184e-08,Good
log.sigma.4.0.mm.3D_glrlm_LongRunLowGrayLevelEmphasis,0.685830413514156,0.0001641078471348,Poor
log.sigma.4.0.mm.3D_glrlm_LowGrayLevelRunEmphasis,0.703914890840062,9.66839004369555e-05,Poor
log.sigma.4.0.mm.3D_glrlm_RunEntropy,0.887303361749377,9.450805246759581e-09,Good
log.sigma.4.0.mm.3D_glrlm_RunLengthNonUniformityNormalized,0.956133660852379,6.51243586626927e-13,Excellent
log.sigma.4.0.mm.3D_glrlm_RunPercentage,0.954104828477337,1.0370880633681199e-12,Excellent
log.sigma.4.0.mm.3D_glrlm_RunVariance,0.930940179956032,6.79314225119282e-11,Excellent
