Features,ICC_value,p_value,Repeatability
log.sigma.3.0.mm.3D_glcm_Idn,0.784240974761956,5.23298045925877e-06,Good
log.sigma.3.0.mm.3D_glcm_Imc1,0.781067540480255,6.00432978584793e-06,Good
log.sigma.3.0.mm.3D_glcm_Imc2,0.708619592608175,8.37180788614126e-05,Poor
log.sigma.3.0.mm.3D_glcm_InverseVariance,0.85480324721541,1.15628969746717e-07,Good
log.sigma.3.0.mm.3D_glcm_JointAverage,0.902301326307303,2.2660575395997403e-09,Excellent
log.sigma.3.0.mm.3D_glcm_JointEnergy,0.900605256568944,2.6931163803671403e-09,Excellent
log.sigma.3.0.mm.3D_glcm_JointEntropy,0.833348836436348,4.42805780918397e-07,Good
log.sigma.3.0.mm.3D_glcm_MCC,0.206306129784324,0.174181070749636,Poor
log.sigma.3.0.mm.3D_glcm_MaximumProbability,0.882344309974709,1.45056554057188e-08,Good
log.sigma.3.0.mm.3D_glcm_SumAverage,0.902301326210084,2.26605756223006e-09,Excellent
log.sigma.3.0.mm.3D_glcm_SumEntropy,0.761093604748229,1.35885644784409e-05,Good
log.sigma.3.0.mm.3D_glcm_SumSquares,0.64674652573667,0.0004582113683795,Poor
log.sigma.3.0.mm.3D_glrlm_GrayLevelNonUniformityNormalized,0.828603614101147,5.80995478627112e-07,Good
log.sigma.3.0.mm.3D_glrlm_GrayLevelVariance,0.634742145563416,0.0006108011653218,Poor
log.sigma.3.0.mm.3D_glrlm_HighGrayLevelRunEmphasis,0.898699278540561,3.25787343250017e-09,Good
log.sigma.3.0.mm.3D_glrlm_LongRunEmphasis,0.896045514708101,4.22056334159513e-09,Good
log.sigma.3.0.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,0.92506131208568,1.55814464680408e-10,Excellent
log.sigma.3.0.mm.3D_glrlm_LongRunLowGrayLevelEmphasis,0.585642003230323,0.0017655086983428,Poor
log.sigma.3.0.mm.3D_glrlm_LowGrayLevelRunEmphasis,0.623914332397837,0.0007836851504395,Poor
log.sigma.3.0.mm.3D_glrlm_RunEntropy,0.706033476611675,9.06444413666715e-05,Poor
