X,Y,method,tail,n,r,CI95%,r2,adj_r2,z,p-unc,power
original_shape_MeshVolume,wavelet-HHH_glcm_ClusterProminence,spearman,one-sided,42,-0.7757069929503283,[-0.87 -0.62],0.6017213389120407,0.5812967921895813,-1.0345003321138895,8.027926836946005e-10,0.9999994584352347
original_shape_MeshVolume,wavelet-HHH_glcm_ClusterShade,spearman,one-sided,42,0.341868568187343,[0.04 0.59],0.116874117914464,0.07158561114084672,0.3562068598465038,0.013347777552418186,0.7280476925338454
original_shape_MeshVolume,wavelet-HHH_glcm_ClusterTendency,spearman,one-sided,42,-0.7612835264565271,[-0.87 -0.6 ],0.5795526076540858,0.5579912029183979,-0.9992607770418042,2.413438075163988e-09,0.9999983779843583
original_shape_MeshVolume,wavelet-HHH_glcm_Contrast,spearman,one-sided,42,-0.7633903249331496,[-0.87 -0.6 ],0.5827647882015398,0.5613681106734136,-1.004290856624315,2.0649659800223885e-09,0.9999986090906651
original_shape_MeshVolume,wavelet-HHH_glcm_Correlation,spearman,one-sided,42,-0.07997731140102099,[-0.37  0.23],0.006396370338935882,-0.044557661951375005,-0.08014849033797619,0.30731410408905646,0.127767024816471
original_shape_MeshVolume,wavelet-HHH_glcm_DifferenceAverage,spearman,one-sided,42,-0.7591767279799044,[-0.86 -0.59],0.5763493043062738,0.5546236276040315,-0.9942689285173439,2.8162621197022616e-09,0.9999981124687567
original_shape_MeshVolume,wavelet-HHH_glcm_DifferenceEntropy,spearman,one-sided,42,-0.755935499554331,[-0.86 -0.59],0.571438479486456,0.5494609656139666,-0.9866622528053102,3.560357399770789e-09,0.9999976262416237
original_shape_MeshVolume,wavelet-HHH_glcm_DifferenceVariance,spearman,one-sided,42,-0.7650109391459363,[-0.87 -0.6 ],0.5852417370129475,0.5639720825007909,-1.0081866018305332,1.8295465667139292e-09,0.9999987660091434
original_shape_MeshVolume,wavelet-HHH_glcm_Id,spearman,one-sided,42,0.7431326472733165,[0.57 0.85],0.5522461314434475,0.5292843945943935,0.957439665538687,8.686720410754459e-09,0.9999943889212232
original_shape_MeshVolume,wavelet-HHH_glcm_Idm,spearman,one-sided,42,0.74151203306053,[0.56 0.85],0.5498400951735606,0.5267549718491278,0.9538299280349111,9.68897841230789e-09,0.9999937737237103
original_shape_MeshVolume,wavelet-HHH_glcm_Idmn,spearman,one-sided,42,0.7582043594522324,[0.59 0.86],0.5748738506923701,0.5530725097022352,0.9919777040293724,3.0226298495256846e-09,0.9999979770869146
original_shape_MeshVolume,wavelet-HHH_glcm_Idn,spearman,one-sided,42,0.7560975609756098,[0.59 0.86],0.571683521713266,0.5497185741088181,0.9870405130110048,3.5191667458612024e-09,0.9999976530226117
original_shape_MeshVolume,wavelet-HHH_glcm_Imc1,spearman,one-sided,42,0.9889798233530509,[0.98 0.99],0.9780810909994317,0.976957044384018,2.597824650710705,4.1507427354987084e-35,1.0
original_shape_MeshVolume,wavelet-HHH_glcm_Imc2,spearman,one-sided,42,-0.9865489020338709,[-0.99 -0.97],0.9732787361042362,0.9719084148788124,-2.4975467281245423,2.1872773754444047e-33,1.0
original_shape_MeshVolume,wavelet-HHH_glcm_InverseVariance,spearman,one-sided,42,0.7531804553925939,[0.58 0.86],0.5672807983853951,0.5450900700974667,0.9802646697681056,4.333278819629353e-09,0.9999971264199079
original_shape_MeshVolume,wavelet-HHH_glcm_JointAverage,spearman,one-sided,42,-0.35272668341301355,[-0.59 -0.05],0.12441611319154429,0.07951437540649542,-0.3685544789374881,0.010977826938437858,0.7532828792392203
original_shape_MeshVolume,wavelet-HHH_glcm_JointEnergy,spearman,one-sided,42,0.6966210193663399,[0.5  0.83],0.48528084462299853,0.4588849905011011,0.8607055656409089,1.4969217225498188e-07,0.9999230003055665
original_shape_MeshVolume,wavelet-HHH_glcm_JointEntropy,spearman,one-sided,42,-0.594198201118224,[-0.76 -0.35],0.35307150221213335,0.3198956818127555,-0.6841306666463847,1.671341747188531e-05,0.9962525969728308
original_shape_MeshVolume,wavelet-HHH_glcm_MCC,spearman,one-sided,42,-0.371849931123896,[-0.61 -0.08],0.13827237127684622,0.09408121082950494,-0.39056816077828954,0.007658536398580431,0.7949701773366076
original_shape_MeshVolume,wavelet-HHH_glcm_MaximumProbability,spearman,one-sided,42,0.3815736164006159,[0.09 0.61],0.14559842473304435,0.10178295933473891,0.4019001347917702,0.006326429392554388,0.8146859266401763
original_shape_MeshVolume,wavelet-HHH_glcm_SumAverage,spearman,one-sided,42,-0.35272668341301355,[-0.59 -0.05],0.12441611319154429,0.07951437540649542,-0.3685544789374881,0.010977826938437858,0.7532828792392203
original_shape_MeshVolume,wavelet-HHH_glcm_SumEntropy,spearman,one-sided,42,-0.7520460254436432,[-0.86 -0.58],0.5655732243855808,0.543294928200226,-0.9776481994531452,4.6949266778600425e-09,0.9999968942238526
original_shape_MeshVolume,wavelet-HHH_glcm_SumSquares,spearman,one-sided,42,-0.7616076492990843,[-0.87 -0.6 ],0.580046211470877,0.5585101197514348,-1.0000321297569086,2.356471378861625e-09,0.9999984156723125
original_shape_MeshVolume,wavelet-HHH_glrlm_GrayLevelNonUniformity,spearman,one-sided,42,0.9782837695486591,[0.96 0.99],0.9570391337623341,0.9548360124168127,2.255962518359449,2.935612662424163e-29,1.0
original_shape_MeshVolume,wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,spearman,one-sided,42,0.7557734381330525,[0.59 0.86],0.571193489787455,0.5492034123406578,0.9862842087956746,3.601997931046463e-09,0.9999975991835451
original_shape_MeshVolume,wavelet-HHH_glrlm_GrayLevelVariance,spearman,one-sided,42,-0.7609594036139697,[-0.86 -0.59],0.5790592139485286,0.5574725069715301,-0.9984903291687742,2.4716894649755673e-09,0.999998339482877
original_shape_MeshVolume,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,spearman,one-sided,42,-0.4538530102909003,[-0.67 -0.17],0.20598255495011206,0.16526371161422027,-0.4895422041064381,0.001268571362254666,0.9262091771850784
original_shape_MeshVolume,wavelet-HHH_glrlm_LongRunEmphasis,spearman,one-sided,42,0.782513572644032,[0.63 0.88],0.6123274913721267,0.5924468499040306,1.0518216605127444,4.6413733742274815e-10,0.9999996895348913
original_shape_MeshVolume,wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,spearman,one-sided,42,-0.24771088242443887,[-0.51  0.06],0.061360681271494175,0.013225331593109235,-0.2529725712218336,0.05686301192403042,0.48207367918891153
original_shape_MeshVolume,wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,spearman,one-sided,42,-0.32793128595737786,[-0.57 -0.03],0.10753892830965953,0.06177169386400094,-0.34050849893021756,0.016997970505748413,0.6942107015274284
original_shape_MeshVolume,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,spearman,one-sided,42,-0.4157685762904141,[-0.64 -0.13],0.1728635090305579,0.13044625308340707,-0.4425653241328184,0.003087298616126936,0.8753097985535552
original_shape_MeshVolume,wavelet-HHH_glrlm_RunEntropy,spearman,one-sided,42,-0.7522080868649219,[-0.86 -0.58],0.5658170059449859,0.5435512113780621,-0.9780213507336383,4.6415922982192235e-09,0.9999969284036229
original_shape_MeshVolume,wavelet-HHH_glrlm_RunLengthNonUniformity,spearman,one-sided,42,0.9974070172595415,[1. 1.],0.9948207580785753,0.9945551559287586,3.3233981383355817,1.212170528276681e-47,1.0
original_shape_MeshVolume,wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,spearman,one-sided,42,-0.7841341868568187,[-0.88 -0.63],0.6148664229976042,0.5951159831513275,-1.0560157739850342,4.06200824113557e-10,0.9999997291290315
original_shape_MeshVolume,wavelet-HHH_glrlm_RunPercentage,spearman,one-sided,42,-0.7831618183291468,[-0.88 -0.63],0.6133424336886155,0.593513840544442,-1.0534960005908696,4.400917071383995e-10,0.9999997059683875
original_shape_MeshVolume,wavelet-HHH_glrlm_RunVariance,spearman,one-sided,42,0.7847824325419335,[0.63 0.88],0.6158834664264343,0.596185182653431,1.0577011710642825,3.8498185536724916e-10,0.9999997436275315
original_shape_MeshVolume,wavelet-HHH_glrlm_ShortRunEmphasis,spearman,one-sided,42,-0.7841341868568187,[-0.88 -0.63],0.6148664229976042,0.5951159831513275,-1.0560157739850342,4.06200824113557e-10,0.9999997291290315
original_shape_MeshVolume,wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,spearman,one-sided,42,-0.4749209950571267,[-0.68 -0.2 ],0.22554995154605137,0.1858345644458489,-0.5164054838954903,0.0007414226187293989,0.9471139654969343
original_shape_MeshVolume,wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,spearman,one-sided,42,-0.4358641925289684,[-0.65 -0.15],0.18997759432892963,0.14843798378169537,-0.4671135778938438,0.001955261830850675,0.9043409713858355
original_shape_MeshVolume,wavelet-HHH_glszm_GrayLevelNonUniformity,spearman,one-sided,42,0.99756907868082,[1. 1.],0.9951440667401,0.9948950445216436,3.3557079652099846,3.3390796056104094e-48,1.0
original_shape_MeshVolume,wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,spearman,one-sided,42,0.738108743213678,[0.56 0.85],0.5448045168084753,0.5214611586960894,0.9463117523575886,1.2154554212358532e-08,0.9999922794487897
original_shape_MeshVolume,wavelet-HHH_glszm_GrayLevelVariance,spearman,one-sided,42,-0.7481565513329552,[-0.86 -0.57],0.5597382253024209,0.5371606983948527,-0.9687547267239183,6.160173450768207e-09,0.9999959631755571
original_shape_MeshVolume,wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,spearman,one-sided,42,-0.4512600275504417,[-0.66 -0.17],0.2036356124648254,0.16279641310404735,-0.4862813759008659,0.0013521408924749866,0.9232914861055224
original_shape_MeshVolume,wavelet-HHH_glszm_LargeAreaEmphasis,spearman,one-sided,42,0.7907787051292441,[0.64 0.88],0.625330960485884,0.6061171635877242,1.0735066580496284,2.3231026918629086e-10,0.9999998477523653
original_shape_MeshVolume,wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,spearman,one-sided,42,0.7275747508305649,[0.54 0.84],0.5293650180461585,0.5052298907664743,0.9235547821556102,2.3999423441190618e-08,0.9999853847885171
original_shape_MeshVolume,wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,spearman,one-sided,42,0.7701969046268538,[0.61 0.87],0.5932032718967869,0.5723419012248272,1.0208116148757356,1.2338937786474092e-09,0.9999991660738767
original_shape_MeshVolume,wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,spearman,one-sided,42,-0.44283283364395115,[-0.66 -0.16],0.1961009185531313,0.1548753246327791,-0.4757491958154384,0.0016580891699592996,0.913266857064639
original_shape_MeshVolume,wavelet-HHH_glszm_SizeZoneNonUniformity,spearman,one-sided,42,0.9666153472165951,[0.94 0.98],0.9343452294746588,0.930978318165667,2.037986474685561,1.4338850449880964e-25,1.0
original_shape_MeshVolume,wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,spearman,one-sided,42,-0.8123328741593066,[-0.9  -0.68],0.6598846984399198,0.6424428881035054,-1.1338501944476245,3.271692962816353e-11,0.9999999809165172
original_shape_MeshVolume,wavelet-HHH_glszm_SmallAreaEmphasis,spearman,one-sided,42,-0.8115225670529131,[-0.89 -0.67],0.65856887683615,0.6410595884687731,-1.1314723436554897,3.537651590029062e-11,0.9999999792349541
original_shape_MeshVolume,wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,spearman,one-sided,42,-0.6152661858844501,[-0.77 -0.38],0.37855247949279874,0.3466833758770449,-0.7173516698989213,7.253762630844455e-06,0.9980310207676034
original_shape_MeshVolume,wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,spearman,one-sided,42,-0.5669718823434081,[-0.74 -0.32],0.3214571153680274,0.2866600443612597,-0.6430488179135055,4.523429299174753e-05,0.9921408167457343
original_shape_MeshVolume,wavelet-HHH_glszm_ZoneEntropy,spearman,one-sided,42,0.4817275747508306,[0.21 0.69],0.2320614562753171,0.19267999249456413,0.5252314723852636,0.0006187377600404462,0.952849038443898
original_shape_MeshVolume,wavelet-HHH_glszm_ZonePercentage,spearman,one-sided,42,-0.7928855036058666,[-0.88 -0.64],0.6286674218283287,0.6096247255118328,-1.0791549255487154,1.937760934884051e-10,0.9999998739114403
original_shape_MeshVolume,wavelet-HHH_glszm_ZoneVariance,spearman,one-sided,42,0.790292520865408,[0.64 0.88],0.6245622685358013,0.6053090515376374,1.0722103509057148,2.4216903330149814e-10,0.9999998410475552
original_shape_MeshVolume,wavelet-HHH_gldm_DependenceEntropy,spearman,one-sided,42,-0.16295275909569726,[-0.44  0.15],0.026553601696900346,-0.023366726421207185,-0.16441851109244657,0.1512478170604386,0.27278064727144313
original_shape_MeshVolume,wavelet-HHH_gldm_DependenceNonUniformity,spearman,one-sided,42,0.9829835507657402,[0.97 0.99],0.9662566610760225,0.9645262334388954,2.3790886775566342,2.3335679312389437e-31,1.0
original_shape_MeshVolume,wavelet-HHH_gldm_DependenceNonUniformityNormalized,spearman,one-sided,42,-0.7834859411717041,[-0.88 -0.63],0.613850220013711,0.5940476671939013,-1.0543348199319855,4.2851112527425147e-10,0.999999713882744
original_shape_MeshVolume,wavelet-HHH_gldm_DependenceVariance,spearman,one-sided,42,0.7565837452394458,[0.59 0.86],0.5724189635605467,0.5504917309226259,0.9881765937458351,3.398249133873538e-09,0.9999977317282923
original_shape_MeshVolume,wavelet-HHH_gldm_GrayLevelNonUniformity,spearman,one-sided,42,0.9771493395997083,[0.96 0.99],0.954820831880146,0.9525039514637432,2.2302156701715896,8.044178392081223e-29,1.0
