Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_glcm_Autocorrelation,0.21317007401784,0.166115460678705,Poor
log.sigma.4.0.mm.3D_glcm_ClusterProminence,0.455028036626033,0.0151543134243544,Poor
log.sigma.4.0.mm.3D_glcm_ClusterShade,0.548147234099849,0.003573248053129,Poor
log.sigma.4.0.mm.3D_glcm_ClusterTendency,0.446544533858882,0.0169758469011053,Poor
log.sigma.4.0.mm.3D_glcm_Contrast,0.616772014134933,0.000919167036897,Poor
log.sigma.4.0.mm.3D_glcm_Correlation,0.608005280614235,0.0011121646892889,Poor
log.sigma.4.0.mm.3D_glcm_DifferenceAverage,0.71275228227077,7.36022273525051e-05,Poor
log.sigma.4.0.mm.3D_glcm_DifferenceEntropy,0.711377893491276,7.68415207843969e-05,Poor
log.sigma.4.0.mm.3D_glcm_DifferenceVariance,0.583525303818596,0.0018413178026701,Poor
log.sigma.4.0.mm.3D_glcm_Id,0.773041743265528,8.41848809711419e-06,Good
log.sigma.4.0.mm.3D_glcm_Idm,0.775581120074828,7.57597420533531e-06,Good
log.sigma.4.0.mm.3D_glcm_Idmn,0.631685800558093,0.0006559346467378,Poor
log.sigma.4.0.mm.3D_glcm_Idn,0.728632187414322,4.39346102642512e-05,Poor
log.sigma.4.0.mm.3D_glcm_Imc1,0.738785378496307,3.09979609476069e-05,Poor
log.sigma.4.0.mm.3D_glcm_Imc2,0.683846119971026,0.0001735280246385,Poor
log.sigma.4.0.mm.3D_glcm_InverseVariance,0.768286280232888,1.02200705891956e-05,Good
log.sigma.4.0.mm.3D_glcm_JointAverage,0.229999345706339,0.147301640496298,Poor
log.sigma.4.0.mm.3D_glcm_JointEnergy,0.548757382680088,0.0035347481419777,Poor
log.sigma.4.0.mm.3D_glcm_JointEntropy,0.654906114508423,0.0003742384809734,Poor
log.sigma.4.0.mm.3D_glcm_MCC,0.649295162311598,0.0004304062357913,Poor
log.sigma.4.0.mm.3D_glcm_MaximumProbability,0.544198467144609,0.003830907383429,Poor
log.sigma.4.0.mm.3D_glcm_SumAverage,0.22999934604157,0.147301640135223,Poor
log.sigma.4.0.mm.3D_glcm_SumEntropy,0.385241709476345,0.0357841375501815,Poor
log.sigma.4.0.mm.3D_glcm_SumSquares,0.476878190197406,0.0111695115973083,Poor
log.sigma.4.0.mm.3D_glrlm_GrayLevelNonUniformityNormalized,0.389515653089282,0.0341061044357395,Poor
log.sigma.4.0.mm.3D_glrlm_GrayLevelVariance,0.551740463211059,0.0033514345919151,Poor
log.sigma.4.0.mm.3D_glrlm_HighGrayLevelRunEmphasis,0.270019535133927,0.108091270411012,Poor
log.sigma.4.0.mm.3D_glrlm_LongRunEmphasis,0.642378896714377,0.000509439183126,Poor
log.sigma.4.0.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,0.0973813635553359,0.3298080530415,Poor
log.sigma.4.0.mm.3D_glrlm_LongRunLowGrayLevelEmphasis,0.375798094572177,0.039712578430653,Poor
log.sigma.4.0.mm.3D_glrlm_LowGrayLevelRunEmphasis,0.45416332763326,0.0153325525573719,Poor
log.sigma.4.0.mm.3D_glrlm_RunEntropy,0.503391421097792,0.0075128031919559,Poor
log.sigma.4.0.mm.3D_glrlm_RunLengthNonUniformityNormalized,0.795736622321141,3.11800569046556e-06,Good
log.sigma.4.0.mm.3D_glrlm_RunPercentage,0.758103114080874,1.52534329592563e-05,Good
log.sigma.4.0.mm.3D_glrlm_RunVariance,0.585333006092281,0.00177640905262,Poor
log.sigma.4.0.mm.3D_glrlm_ShortRunEmphasis,0.776980293330353,7.14421383303243e-06,Good
log.sigma.4.0.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis,0.314208764504785,0.0736496502258552,Poor
log.sigma.4.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,0.449743999491132,0.0162696123051709,Poor
log.sigma.4.0.mm.3D_glszm_GrayLevelNonUniformityNormalized,0.71588455098024,6.66597329241226e-05,Poor
log.sigma.4.0.mm.3D_glszm_GrayLevelVariance,0.742517757586938,2.71595438499799e-05,Poor
log.sigma.4.0.mm.3D_glszm_HighGrayLevelZoneEmphasis,0.298765247463338,0.0846634364442616,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaEmphasis,0.703578459969702,9.76743804161787e-05,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis,0.643192416426435,0.0004995429697463,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis,0.515783001821139,0.0061754761931278,Poor
log.sigma.4.0.mm.3D_glszm_LowGrayLevelZoneEmphasis,0.534682310703129,0.0045155628315344,Poor
log.sigma.4.0.mm.3D_glszm_SizeZoneNonUniformityNormalized,0.530373684020229,0.0048571458126572,Poor
log.sigma.4.0.mm.3D_glszm_SmallAreaEmphasis,0.562567362374849,0.002751035298574,Poor
log.sigma.4.0.mm.3D_glszm_SmallAreaHighGrayLevelEmphasis,0.509980854234811,0.0067750864539997,Poor
log.sigma.4.0.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,0.285412668020078,0.0950636647977494,Poor
log.sigma.4.0.mm.3D_glszm_ZoneEntropy,0.0840179063919622,0.351888580961085,Poor
log.sigma.4.0.mm.3D_glszm_ZonePercentage,0.609160787037131,0.0010849157940816,Poor
log.sigma.4.0.mm.3D_glszm_ZoneVariance,0.704762921156304,9.42257927646717e-05,Poor
log.sigma.4.0.mm.3D_gldm_DependenceEntropy,0.740996999328308,2.86701581618206e-05,Poor
log.sigma.4.0.mm.3D_gldm_DependenceNonUniformityNormalized,0.73113531614983,4.03723156032732e-05,Poor
log.sigma.4.0.mm.3D_gldm_DependenceVariance,0.790580614913066,3.94860864496229e-06,Good
log.sigma.4.0.mm.3D_gldm_GrayLevelVariance,0.531552690940807,0.0047616293458752,Poor
log.sigma.4.0.mm.3D_gldm_HighGrayLevelEmphasis,0.260564337408336,0.116654549064451,Poor
log.sigma.4.0.mm.3D_gldm_LargeDependenceEmphasis,0.791657448620186,3.76060574102616e-06,Good
log.sigma.4.0.mm.3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.414840892724644,0.0253581327477778,Poor
log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.259572048333047,0.117578221969897,Poor
log.sigma.4.0.mm.3D_gldm_LowGrayLevelEmphasis,0.419036774076218,0.0240944289368739,Poor
